"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"D2 Extra Large","d2.xlarge","30.5 GiB","14 units","4 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","6000 GiB               (3 * 2000 GiB HDD)","Yes","N/A","64-bit","Moderate","750.0 Mbps","93.75 Mbps","6000.0 IOPS","No","60","4","Yes","No","Yes","No","HVM","Yes","$0.690000 hourly","$0.402000 hourly","$0.75 hourly","$0.462 hourly","$0.79 hourly","$0.439 hourly","$0.821000 hourly","$0.472000 hourly","unavailable","unavailable","unavailable","unavailable","$2.374 hourly","$2.086 hourly","unavailable","unavailable","unavailable","unavailable","$2.19 hourly","$1.862 hourly","$0.00 hourly","$0.173 hourly"
"M6G Medium","m6g.medium","4.0 GiB","0 units","1 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","8","2","Yes","Yes","Yes","No","Unknown","No","$0.038500 hourly","$0.024100 hourly","$0.0985 hourly","$0.0841 hourly","$0.0695 hourly","$0.0371 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M1 General Purpose Extra Large","m1.xlarge","15.0 GiB","8 units","4 vCPUs","0","None","0 GiB","0","0","2 units","Intel Xeon Family","unknown","unknown","unknown","unknown","unknown","1680 GiB               (4 * 420 GiB HDD)","No","N/A","64-bit","High","1000.0 Mbps","125.0 Mbps","8000.0 IOPS","No","60","4","No","No","No","No","PV","Yes","$0.350000 hourly","$0.224000 hourly","$0.41 hourly","$0.284 hourly","$0.45 hourly","$0.26 hourly","$0.598000 hourly","$0.465000 hourly","$0.83 hourly","$0.543 hourly","$1.362 hourly","$0.906 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.088 hourly"
"R5B 12xlarge","r5b.12xlarge","384.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","10 Gigabit","30000.0 Mbps","3750.0 Mbps","130000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$3.576000 hourly","$2.252880 hourly","$3.706 hourly","$2.38288 hourly","$3.726 hourly","$2.31288 hourly","$5.784000 hourly","$4.460880 hourly","$6.5952 hourly","$5.27208 hourly","$11.544 hourly","$10.22088 hourly","$23.784 hourly","$22.46088 hourly","$4.3872 hourly","$3.06408 hourly","$9.336 hourly","$8.01288 hourly","$21.576 hourly","$20.25288 hourly","0","unavailable"
"M5N Extra Large","m5n.xlarge","16.0 GiB","0 units","4 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","No","Yes","Yes","No","Unknown","No","$0.238000 hourly","$0.150000 hourly","$0.298 hourly","$0.21 hourly","unavailable","unavailable","$0.422000 hourly","$0.334000 hourly","$0.49 hourly","$0.402 hourly","$0.902 hourly","$0.814 hourly","$1.922 hourly","$1.834 hourly","$0.306 hourly","$0.218 hourly","$0.718 hourly","$0.63 hourly","$1.738 hourly","$1.65 hourly","0","unavailable"
"M6G 16xlarge","m6g.16xlarge","256.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$2.464000 hourly","$1.545600 hourly","$2.594 hourly","$1.6756 hourly","$2.614 hourly","$1.6056 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M3 General Purpose Extra Large","m3.xlarge","15.0 GiB","13 units","4 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","80 GiB               (2 * 40 GiB SSD)","No","No","64-bit","High","500.0 Mbps","62.5 Mbps","4000.0 IOPS","No","60","4","No","No","No","No","HVM, PV","Yes","$0.266000 hourly","$0.190000 hourly","$0.326 hourly","$0.25 hourly","$0.366 hourly","$0.223 hourly","$0.518000 hourly","$0.397000 hourly","$0.734 hourly","$0.479 hourly","$1.266 hourly","$0.882 hourly","$1.95 hourly","$1.878 hourly","$0.336 hourly","$0.24 hourly","$0.748 hourly","$0.653 hourly","$1.768 hourly","$1.673 hourly","0","$0.070 hourly"
"M1 General Purpose Medium","m1.medium","3.75 GiB","2 units","1 vCPUs","0","None","0 GiB","0","0","2 units","Intel Xeon Family","unknown","unknown","unknown","unknown","unknown","410 GiB               HDD","No","N/A","32/64-bit","Moderate","N/A","0 Mbps","0 IOPS","No","12","2","No","No","No","No","PV","Yes","$0.087000 hourly","$0.056000 hourly","$0.147 hourly","$0.116 hourly","$0.187 hourly","$0.092 hourly","$0.149000 hourly","$0.115000 hourly","$0.237 hourly","$0.155 hourly","$0.744 hourly","$0.543 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$0.022 hourly"
"T3A Medium","t3a.medium","4.0 GiB","Base performance:                 40%","2 vCPUs                                                   for a                 4h 48m                 burst","0","None","0 GiB","0","0","Burstable","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 5 Gigabit","2085.0 Mbps","260.57 Mbps","11800.0 IOPS","Yes","18","3","Yes","Yes","Yes","No","Unknown","No","$0.037600 hourly","$0.023600 hourly","$0.0976 hourly","$0.0836 hourly","$0.1006 hourly","$0.0486 hourly","$0.056000 hourly","$0.042000 hourly","$0.1236 hourly","$0.1096 hourly","unavailable","unavailable","unavailable","unavailable","$0.1052 hourly","$0.0912 hourly","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R4 High-Memory 16xlarge","r4.16xlarge","488.0 GiB","201 units","64 vCPUs","0","None","0 GiB","0","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","75000.0 IOPS","No","750","15","Yes","Yes","Yes","No","HVM","Yes","$4.256000 hourly","$2.688000 hourly","$4.386 hourly","$2.818 hourly","$4.356 hourly","$2.721 hourly","$7.200000 hourly","$5.632000 hourly","$8.327 hourly","$6.759 hourly","$14.88 hourly","$13.312 hourly","$31.2 hourly","$29.632 hourly","$5.3376 hourly","$3.7696 hourly","$11.936 hourly","$10.368 hourly","$28.256 hourly","$26.688 hourly","0","$0.270 hourly"
"I3 High I/O Extra Large","i3.xlarge","30.5 GiB","16 units","4 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","950 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","850.0 Mbps","106.25 Mbps","6000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.312000 hourly","$0.214000 hourly","$0.372 hourly","$0.274 hourly","$0.412 hourly","$0.247 hourly","$0.496000 hourly","$0.398000 hourly","$0.567 hourly","$0.469 hourly","$0.976 hourly","$0.878 hourly","$1.996 hourly","$1.898 hourly","$0.38 hourly","$0.282 hourly","$0.792 hourly","$0.694 hourly","$1.812 hourly","$1.714 hourly","0","$0.078 hourly"
"C3 High-CPU Extra Large","c3.xlarge","7.5 GiB","14 units","4 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","Yes","unknown","unknown","Yes","80 GiB               (2 * 40 GiB SSD)","No","No","64-bit","Moderate","500.0 Mbps","62.5 Mbps","4000.0 IOPS","No","60","4","Yes","No","Yes","No","HVM, PV","Yes","$0.210000 hourly","$0.146000 hourly","$0.27 hourly","$0.206 hourly","$0.31 hourly","$0.182 hourly","$0.376000 hourly","$0.329000 hourly","$0.542 hourly","$0.386 hourly","$1.066 hourly","$0.771 hourly","$1.894 hourly","$1.833 hourly","$0.278 hourly","$0.2 hourly","$0.69 hourly","$0.613 hourly","$1.71 hourly","$1.633 hourly","0","$0.053 hourly"
"R5B 16xlarge","r5b.16xlarge","512.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","40000.0 Mbps","5000.0 Mbps","173333.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$4.768000 hourly","$3.003840 hourly","$4.898 hourly","$3.13384 hourly","$4.918 hourly","$3.06384 hourly","$7.712000 hourly","$5.947840 hourly","$8.7936 hourly","$7.02944 hourly","$15.392 hourly","$13.62784 hourly","$31.712 hourly","$29.94784 hourly","$5.8496 hourly","$4.08544 hourly","$12.448 hourly","$10.68384 hourly","$28.768 hourly","$27.00384 hourly","0","unavailable"
"C3 High-CPU Double Extra Large","c3.2xlarge","15.0 GiB","28 units","8 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","Yes","unknown","unknown","Yes","160 GiB               (2 * 80 GiB SSD)","No","No","64-bit","High","1000.0 Mbps","125.0 Mbps","8000.0 IOPS","No","60","4","Yes","No","Yes","No","HVM, PV","Yes","$0.420000 hourly","$0.292000 hourly","$0.55 hourly","$0.422 hourly","$0.52 hourly","$0.328 hourly","$0.752000 hourly","$0.657000 hourly","$1.083 hourly","$0.771 hourly","$2.131 hourly","$1.542 hourly","$3.788 hourly","$3.664 hourly","$0.555 hourly","$0.401 hourly","$1.38 hourly","$1.225 hourly","$3.42 hourly","$3.265 hourly","0","$0.105 hourly"
"R3 High-Memory Double Extra Large","r3.2xlarge","61.0 GiB","26 units","8 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","160 GiB               SSD","Yes","Yes","64-bit","High","1000.0 Mbps","125.0 Mbps","8000.0 IOPS","No","60","4","Yes","No","Yes","No","HVM","Yes","$0.665000 hourly","$0.418000 hourly","$0.795 hourly","$0.548 hourly","$0.765 hourly","$0.451 hourly","$1.045000 hourly","$0.824000 hourly","$1.52 hourly","$1.069 hourly","$2.74 hourly","$2.412 hourly","$4.033 hourly","$3.789 hourly","$0.799 hourly","$0.512 hourly","$1.624 hourly","$1.337 hourly","$3.664 hourly","$3.377 hourly","0","$0.180 hourly"
"R4 High-Memory Double Extra Large","r4.2xlarge","61.0 GiB","31 units","8 vCPUs","0","None","0 GiB","0","0","3.875 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","1700.0 Mbps","212.5 Mbps","12000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.532000 hourly","$0.336000 hourly","$0.662 hourly","$0.433 hourly","$0.632 hourly","$0.369 hourly","$0.900000 hourly","$0.704000 hourly","$0.787 hourly","$0.628 hourly","$1.86 hourly","$1.664 hourly","$3.9 hourly","$3.704 hourly","$0.6672 hourly","$0.4712 hourly","$1.492 hourly","$1.296 hourly","$3.532 hourly","$3.336 hourly","0","$0.133 hourly"
"M6GD 12xlarge","m6gd.12xlarge","192.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","2850 GiB               (2 * 1425 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","14250.0 Mbps","1781.25 Mbps","50000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$2.169600 hourly","$1.366800 hourly","$2.2996 hourly","$1.4968 hourly","$2.3196 hourly","$1.4268 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R6G Eight Extra Large","r6g.8xlarge","256.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$1.612800 hourly","$1.016100 hourly","$1.7428 hourly","$1.1461 hourly","$1.7628 hourly","$1.0761 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"General Purpose GPU Eight Extra Large","p2.8xlarge","488.0 GiB","97 units","32 vCPUs","8","NVIDIA Tesla K80","96 GiB","3.7","0","3.031 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","5000.0 Mbps","625.0 Mbps","32500.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$7.200000 hourly","$4.914000 hourly","$7.33 hourly","$5.044 hourly","$7.3 hourly","$4.947 hourly","$8.672000 hourly","$6.386000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"C4 High-CPU Eight Extra Large","c4.8xlarge","60.0 GiB","132 units","36 vCPUs","0","None","0 GiB","0","0","3.667 units","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","4000.0 Mbps","500.0 Mbps","32000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$1.591000 hourly","$1.008000 hourly","$1.721 hourly","$1.138 hourly","$1.691 hourly","$1.041 hourly","$3.091000 hourly","$2.664000 hourly","$3.881 hourly","$3.154 hourly","$12.485 hourly","$8.407 hourly","$16.747 hourly","$16.164 hourly","$2.208 hourly","$1.616 hourly","$5.92 hourly","$5.328 hourly","$15.1 hourly","$14.508 hourly","$0.00 hourly","$0.270 hourly"
"C5A Eight Extra Large","c5a.8xlarge","64.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","10 Gigabit","3170.0 Mbps","396.0 Mbps","13300.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$1.232000 hourly","$0.776000 hourly","$1.362 hourly","$0.906 hourly","$1.382 hourly","$0.836 hourly","$2.704000 hourly","$2.248000 hourly","$3.245 hourly","$2.789 hourly","$6.544 hourly","$6.088 hourly","$14.704 hourly","$14.248 hourly","$1.773 hourly","$1.317 hourly","$5.072 hourly","$4.616 hourly","$13.232 hourly","$12.776 hourly","0","unavailable"
"D2 Double Extra Large","d2.2xlarge","61.0 GiB","28 units","8 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","12000 GiB               (6 * 2000 GiB HDD)","Yes","N/A","64-bit","High","1000.0 Mbps","125.0 Mbps","8000.0 IOPS","No","60","4","Yes","No","Yes","No","HVM","Yes","$1.380000 hourly","$0.804000 hourly","$1.51 hourly","$0.934 hourly","$1.48 hourly","$0.841 hourly","$1.601000 hourly","$0.885000 hourly","unavailable","unavailable","unavailable","unavailable","$4.748 hourly","$4.173 hourly","unavailable","unavailable","unavailable","unavailable","$4.38 hourly","$3.725 hourly","$0.00 hourly","$0.270 hourly"
"R6G Metal","r6g.metal","512.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$3.225600 hourly","$2.032100 hourly","$3.3556 hourly","$2.1621 hourly","$3.3756 hourly","$2.0921 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"D2 Quadruple Extra Large","d2.4xlarge","122.0 GiB","56 units","16 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","24000 GiB               (12 * 2000 GiB HDD)","Yes","N/A","64-bit","High","2000.0 Mbps","250.0 Mbps","16000.0 IOPS","No","240","8","Yes","No","Yes","No","HVM","Yes","$2.760000 hourly","$1.608000 hourly","$2.89 hourly","$1.738 hourly","$2.86 hourly","$1.645 hourly","$3.062000 hourly","$1.690000 hourly","unavailable","unavailable","unavailable","unavailable","$9.496 hourly","$8.346 hourly","unavailable","unavailable","unavailable","unavailable","$8.76 hourly","$7.449 hourly","$0.00 hourly","$0.270 hourly"
"M5AD Quadruple Extra Large","m5ad.4xlarge","64.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","600 GiB               (2 * 300 GiB NVMe SSD)","Yes","Yes","64-bit","Up to 10 Gigabit","2880.0 Mbps","360.0 Mbps","16000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$0.824000 hourly","$0.519000 hourly","$0.954 hourly","$0.649 hourly","$0.974 hourly","$0.579 hourly","$1.560000 hourly","$1.255000 hourly","$1.83 hourly","$1.526 hourly","$3.48 hourly","$3.175 hourly","$7.56 hourly","$7.255 hourly","$1.094 hourly","$0.79 hourly","$2.744 hourly","$2.439 hourly","$6.824 hourly","$6.519 hourly","0","unavailable"
"C6G Quadruple Extra Large","c6g.4xlarge","32.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$0.544000 hourly","$0.342700 hourly","$0.674 hourly","$0.4727 hourly","$0.694 hourly","$0.4027 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M5DN Quadruple Extra Large","m5dn.4xlarge","64.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","600 GiB               (2 * 300 GiB NVMe SSD)","Yes","Yes","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$1.088000 hourly","$0.685000 hourly","$1.218 hourly","$0.815 hourly","unavailable","unavailable","$1.824000 hourly","$1.421000 hourly","$2.094 hourly","$1.692 hourly","$3.744 hourly","$3.341 hourly","$7.824 hourly","$7.421 hourly","$1.358 hourly","$0.956 hourly","$3.008 hourly","$2.605 hourly","$7.088 hourly","$6.685 hourly","0","unavailable"
"INF1 6xlarge","inf1.6xlarge","48.0 GiB","0 units","24 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$1.904000 hourly","$1.199000 hourly","$2.034 hourly","$1.329 hourly","$2.054 hourly","$1.259 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$2.309 hourly","$1.605 hourly","$4.784 hourly","$4.079 hourly","$10.904 hourly","$10.199 hourly","0","unavailable"
"R6GD Double Extra Large","r6gd.2xlarge","64.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","474 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.460800 hourly","$0.290300 hourly","$0.5908 hourly","$0.4203 hourly","$0.6108 hourly","$0.3503 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C5A Extra Large","c5a.xlarge","8.0 GiB","0 units","4 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","3170.0 Mbps","396.0 Mbps","13300.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.154000 hourly","$0.097000 hourly","$0.214 hourly","$0.157 hourly","$0.279 hourly","$0.147 hourly","$0.338000 hourly","$0.281000 hourly","$0.406 hourly","$0.349 hourly","$0.818 hourly","$0.761 hourly","$1.838 hourly","$1.781 hourly","$0.222 hourly","$0.165 hourly","$0.634 hourly","$0.577 hourly","$1.654 hourly","$1.597 hourly","0","unavailable"
"M5N 24xlarge","m5n.24xlarge","384.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","Unknown","No","$5.712000 hourly","$3.599000 hourly","$5.842 hourly","$3.729 hourly","unavailable","unavailable","$10.128000 hourly","$8.015000 hourly","$11.75 hourly","$9.637 hourly","$21.648 hourly","$19.535 hourly","$46.128 hourly","$44.015 hourly","$7.334 hourly","$5.221 hourly","$17.232 hourly","$15.119 hourly","$41.712 hourly","$39.599 hourly","0","unavailable"
"M4 General Purpose Extra Large","m4.xlarge","16.0 GiB","13 units","4 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","High","750.0 Mbps","93.75 Mbps","6000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.200000 hourly","$0.123900 hourly","$0.26 hourly","$0.1839 hourly","$0.3 hourly","$0.1569 hourly","$0.384000 hourly","$0.307900 hourly","$0.439 hourly","$0.346 hourly","$0.864 hourly","$0.7879 hourly","$1.884 hourly","$1.8079 hourly","$0.2676 hourly","$0.1915 hourly","$0.68 hourly","$0.6039 hourly","$1.7 hourly","$1.6239 hourly","$0.00 hourly","$0.060 hourly"
"R5A Quadruple Extra Large","r5a.4xlarge","128.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","2880.0 Mbps","360.0 Mbps","16000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","Yes","$0.904000 hourly","$0.570000 hourly","$1.034 hourly","$0.7 hourly","$1.054 hourly","$0.63 hourly","$1.640000 hourly","$1.306000 hourly","$1.91 hourly","$1.576 hourly","$3.56 hourly","$3.226 hourly","$7.64 hourly","$7.306 hourly","$1.174 hourly","$0.84 hourly","$2.824 hourly","$2.49 hourly","$6.904 hourly","$6.57 hourly","0","$0.226 hourly"
"R5B Metal","r5b.metal","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","60000.0 Mbps","7500.0 Mbps","260000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$7.152000 hourly","$4.505760 hourly","$7.282 hourly","$4.63576 hourly","$7.302 hourly","$4.56576 hourly","$11.568000 hourly","$8.921760 hourly","$13.1904 hourly","$10.54416 hourly","$23.088 hourly","$20.44176 hourly","$47.568 hourly","$44.92176 hourly","$8.7744 hourly","$6.12816 hourly","$18.672 hourly","$16.02576 hourly","$43.152 hourly","$40.50576 hourly","0","unavailable"
"M4 General Purpose 16xlarge","m4.16xlarge","256.0 GiB","188 units","64 vCPUs","0","None","0 GiB","0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","10000.0 Mbps","1250.0 Mbps","65000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$3.200000 hourly","$1.982400 hourly","$3.33 hourly","$2.1124 hourly","$3.3 hourly","$2.0154 hourly","$6.144000 hourly","$4.926400 hourly","$7.331 hourly","$5.518 hourly","$13.824 hourly","$12.6064 hourly","$30.144 hourly","$28.9264 hourly","$4.2816 hourly","$3.064 hourly","$10.88 hourly","$9.6624 hourly","$27.2 hourly","$25.9824 hourly","0","$0.270 hourly"
"M4 General Purpose Quadruple Extra Large","m4.4xlarge","64.0 GiB","53.5 units","16 vCPUs","0","None","0 GiB","0","0","3.344 units","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","High","2000.0 Mbps","250.0 Mbps","16000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$0.800000 hourly","$0.495600 hourly","$0.93 hourly","$0.6256 hourly","$0.9 hourly","$0.5286 hourly","$1.536000 hourly","$1.231600 hourly","$1.844 hourly","$1.381 hourly","$3.456 hourly","$3.1516 hourly","$7.536 hourly","$7.2316 hourly","$1.0704 hourly","$0.766 hourly","$2.72 hourly","$2.4156 hourly","$6.8 hourly","$6.4956 hourly","$0.00 hourly","$0.240 hourly"
